Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
ASAN,Asana Inc. Class A Common Stock,$14.18,0.02,0.141%,3362078014.00,United States,2020,4709586,Technology,Computer Software: Prepackaged Software
ASB,Associated Banc-Corp Common Stock,$26.12,0.09,0.346%,4333894237.00,United States,,2070203,Finance,Major Banks
ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock Series E,$21.53,-0.01,-0.046%,,United States,,3799,,
ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock Series F,$20.78,-0.12,-0.574%,,United States,,7761,,
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,$24.84,-0.11,-0.441%,3748376245.00,United States,2023,7883,Finance,Major Banks
ASC,Ardmore Shipping Corporation Common Stock,$11.83,-0.13,-1.087%,479154524.00,,2013,449994,Consumer Discretionary,Marine Transportation
ASG,Liberty All-Star Growth Fund Inc.,$5.36,0.00,0.00%,0.00,United States,,229928,Finance,Investment Managers
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,$22.44,-0.09,-0.399%,0.00,United States,2020,162803,Finance,Investment Managers
ASGN,ASGN Incorporated Common Stock,$45.45,-0.37,-0.808%,1940715000.00,United States,1992,523469,Consumer Discretionary,Professional Services
ASH,Ashland Inc. Common Stock,$58.59,0.30,0.515%,2678624241.00,United States,,948206,Consumer Discretionary,Specialty Chemicals
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,$17.95,-0.50,-2.71%,862796798.00,,2025,74639,Finance,Property-Casualty Insurers
ASIX,AdvanSix Inc. Common Stock ,$16.02,0.29,1.844%,430361841.00,United States,2016,451805,Industrials,Major Chemicals
ASPN,Aspen Aerogels Inc. Common Stock,$3.54,-0.09,-2.479%,292570667.00,United States,2014,1887472,Consumer Discretionary,RETAIL: Building Materials
ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock,$301.05,-2.53,-0.833%,9031500000.00,Mexico,,43190,Consumer Discretionary,Aerospace
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,$15.21,0.05,0.33%,33587372516.00,Taiwan,2018,3854583,Technology,Semiconductors
ATEN,A10 Networks Inc. Common Stock,$17.77,0.18,1.023%,1274579674.00,United States,2014,398635,Telecommunications,Computer Communications Equipment
ATGE,Adtalem Global Education Inc. Common Stock,$94.54,-1.57,-1.634%,3434500739.00,United States,,559856,Real Estate,Other Consumer Services
ATH^A,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share Series A,$24.86,-0.05,-0.201%,,Bermuda,,46200,,
ATH^B,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share Series B par value $1.00 per share,$19.80,-0.10,-0.503%,,Bermuda,,46858,,
ATH^D,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share Series D,$16.85,-0.02,-0.119%,,Bermuda,,58954,,
ATH^E,Athene Holding Ltd. Depositary Shares Each Representing a 1/1000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share Series E,$26.14,-0.07,-0.267%,,Bermuda,,36870,,
ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.,$23.88,0.50,2.139%,2828436392.00,China,2013,609499,Technology,EDP Services
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,$25.27,0.04,0.159%,5150152350.00,Bermuda,2024,25085,Finance,Life Insurance
ATI,ATI Inc. Common Stock,$100.41,0.01,0.01%,13642070201.00,United States,,906546,Industrials,Steel/Iron Ore
ATKR,Atkore Inc. Common Stock,$63.84,-0.82,-1.268%,2154631026.00,United States,2016,349400,Miscellaneous,Industrial Machinery/Components
ATMU,Atmus Filtration Technologies Inc. Common Stock,$52.25,-0.64,-1.21%,4258784588.00,United States,2023,972229,Consumer Discretionary,Auto Parts:O.E.M.
ATO,Atmos Energy Corporation Common Stock,$171.29,0.34,0.199%,27696451523.00,United States,,939141,Utilities,Oil/Gas Transmission
ATR,AptarGroup Inc. Common Stock,$121.91,-0.11,-0.09%,7999631064.00,United States,,537041,Industrials,Plastic Products
ATS,ATS Corporation Common Shares,$27.26,1.06,4.046%,2673001899.00,Canada,2023,110384,Industrials,Industrial Machinery/Components
AU,AngloGold Ashanti PLC Ordinary Shares,$82.45,-0.93,-1.115%,41515805437.00,South Africa,,3347454,Basic Materials,Precious Metals
AUB,Atlantic Union Bankshares Corporation Common Stock,$34.39,-0.59,-1.687%,4901199247.00,United States,,1275473,Finance,Major Banks
AUB^A,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A,$24.75,-0.07,-0.282%,,United States,,7693,,
AUNA,Auna SA Class A Ordinary Shares,$4.97,0.01,0.202%,367632386.00,Peru,2024,379772,Health Care,Medical/Nursing Services
AVA,Avista Corporation Common Stock,$38.71,0.10,0.259%,3149900133.00,United States,,524972,Utilities,Power Generation
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),$4.15,-0.06,-1.425%,4926771220.00,,2014,147219,Finance,Commercial Banks
AVB,AvalonBay Communities Inc. Common Stock,$178.02,-1.40,-0.78%,25206732109.00,United States,,1549672,Real Estate,Real Estate Investment Trusts
AVBC,Avidia Bancorp Inc. Common Stock,$16.64,-0.05,-0.30%,334068800.00,,2025,57770,Finance,Banks
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),$4.28,-0.03,-0.696%,121843639.00,United States,1998,205339,Industrials,Agricultural Chemicals
AVK,Advent Convertible and Income Fund,$12.68,-0.01,-0.079%,0.00,United States,2003,79203,Finance,Trusts Except Educational Religious and Charitable
AVNS,Avanos Medical Inc. Common Stock,$11.26,0.13,1.168%,522676893.00,United States,2014,428615,Health Care,Industrial Specialties
AVNT,Avient Corporation Common Stock,$30.69,-0.25,-0.808%,2810087743.00,United States,,624384,Industrials,Major Chemicals
AVTR,Avantor Inc. Common Stock,$10.93,-0.22,-1.973%,7452236409.00,United States,2019,10045559,Industrials,Biotechnology: Laboratory Analytical Instruments
AVY,Avery Dennison Corporation Common Stock,$179.33,4.37,2.498%,13861383006.00,United States,,1194657,Consumer Discretionary,Containers/Packaging
AWF,Alliancebernstein Global High Income Fund,$10.72,-0.07,-0.649%,0.00,United States,1993,243698,Finance,Trusts Except Educational Religious and Charitable
AWI,Armstrong World Industries Inc Common Stock,$183.87,-1.11,-0.60%,7929953083.00,United States,,280592,Industrials,Plastic Products
AWK,American Water Works Company Inc. Common Stock,$129.50,0.57,0.442%,25268501668.00,United States,2008,1942749,Utilities,Water Supply
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,$3.92,-0.02,-0.508%,0.00,United States,2007,200237,Finance,Trusts Except Educational Religious and Charitable
AWR,American States Water Company Common Stock,$73.17,0.73,1.008%,2832734550.00,United States,,269796,Utilities,Water Supply
AX,Axos Financial Inc. Common Stock,$84.69,-0.10,-0.118%,4797180529.00,United States,2018,204726,Finance,Savings Institutions
AXIA,AXIA Energia American Depositary Shares (Each representing one Common Share),$11.54,-0.94,-7.532%,25882821237.00,Brazil,2016,5222359,Utilities,Electric Utilities: Central
AXIA^,AXIA Energia American Depositary Shares (Each representing one Preferred Share),$12.08,-1.295,-9.682%,,Brazil,,20822,,
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,$6.31,-0.03,-0.473%,748974417.00,United States,,1503121,Consumer Discretionary,Auto Parts:O.E.M.
AXP,American Express Company Common Stock,$370.35,-0.80,-0.216%,255116209689.00,United States,,1978655,Finance,Finance: Consumer Services
AXR,AMREP Corporation Common Stock,$21.51,0.00,0.00%,114130963.00,United States,,11036,Real Estate,Homebuilding
AXS,Axis Capital Holdings Limited Common Stock,$97.85,-1.62,-1.629%,7538143153.00,Bermuda,2003,726321,Finance,Property-Casualty Insurers
AXS^E,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,$20.49,-0.13,-0.63%,,Bermuda,,41567,,
AXTA,Axalta Coating Systems Ltd. Common Shares,$29.08,-0.18,-0.615%,6203932144.00,United States,2014,5185372,Consumer Discretionary,Paints/Coatings
AYI,Acuity Inc. Common Stock,$371.99,-2.73,-0.729%,11387718710.00,United States,,233048,Consumer Discretionary,Building Products
AZO,AutoZone Inc. Common Stock,$3822.66,-17.84,-0.465%,63581015544.00,United States,,116104,Consumer Discretionary,Auto & Home Supply Stores
AZZ,AZZ Inc.,$105.15,-1.63,-1.527%,3160502172.00,United States,,131200,Industrials,Industrial Specialties
B,Barrick Mining Corporation Common Shares,$41.04,0.13,0.318%,69252288487.00,Canada,,10204727,Basic Materials,Precious Metals
BA,Boeing Company (The) Common Stock,$201.89,0.02,0.01%,153455674035.00,United States,,6854205,Industrials,Aerospace
BA^A,Boeing Company (The) Depositary Shares each representing a 1/20th interest in a share of 6.00% Series A Mandatory Convertible Preferred Stock par value $1.00,$66.62,0.41,0.619%,,United States,,45366,,
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,$158.32,0.88,0.559%,365605124740.00,China,2014,6260702,Real Estate,Real Estate
BAC,Bank of America Corporation Common Stock,$53.95,-0.21,-0.388%,393969634923.00,United States,,33982172,Finance,Major Banks
BAC^B,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,$25.065,-0.005,-0.02%,,United States,,66170,,
BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,$19.9394,-0.0606,-0.303%,,United States,,18768,,
BAC^K,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,$24.79,0.05,0.202%,,United States,,81282,,
BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,$1254.98,6.85,0.549%,,United States,,3520,,
BAC^M,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,$21.80,-0.07,-0.32%,,United States,,230400,,
BAC^N,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,$20.30,-0.05,-0.246%,,United States,,161024,,
BAC^O,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,$17.86,0.06,0.337%,,United States,,180284,,
BAC^P,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,$16.79,-0.04,-0.238%,,United States,,90725,,
BAC^Q,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.250% Non-Cumulative Preferred Stock Series QQ,$17.24,-0.01,-0.058%,,United States,,193345,,
BAC^S,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.750% Non-Cumulative Preferred Stock Series SS,$19.27,0.00,0.00%,,United States,,108078,,
BAH,Booz Allen Hamilton Holding Corporation Common Stock,$88.01,0.36,0.411%,10675718876.00,United States,2010,2139391,Consumer Discretionary,Professional Services
BAK,Braskem SA ADR,$2.92,-0.05,-1.684%,1318872464.00,Brazil,,1386179,Industrials,Major Chemicals
BALL,Ball Corporation Common Stock,$49.03,0.18,0.368%,13139413004.00,United States,,2783672,Industrials,Containers/Packaging
BALY,Bally's Corporation Common Stock,$17.19,-0.42,-2.385%,845097118.00,United States,2024,62485,Consumer Discretionary,Hotels/Resorts
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,$53.26,0.34,0.642%,85788009098.00,,2022,4424012,Consumer Discretionary,Other Consumer Services
BANC,Banc of California Inc. Common Stock,$19.10,0.18,0.951%,2889900460.00,United States,,1413168,Finance,Major Banks
BANC^F,Banc of California Inc. Depositary Shares each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock Series F,$24.7801,0.0401,0.162%,,United States,,23100,,
BAP,Credicorp Ltd. Common Stock,$272.30,-5.35,-1.927%,25700304919.00,Peru,,323084,Finance,Commercial Banks
BARK,BARK Inc. Class A Common Stock,$0.6716,-0.009,-1.322%,115241470.00,United States,2020,427355,Consumer Discretionary,Other Specialty Stores
BAX,Baxter International Inc. Common Stock,$18.54,0.06,0.325%,9530594625.00,United States,,8572175,Health Care,Medical/Dental Instruments
BB,BlackBerry Limited Common Stock,$4.32,0.07,1.647%,2550359883.00,Canada,,5115795,Technology,Computer Software: Prepackaged Software
BBAI,BigBear.ai Inc. Common Stock,$6.82,-0.20,-2.849%,2977279375.00,United States,2021,113318101,Technology,Computer Software: Prepackaged Software
BBAR,Banco BBVA Argentina S.A. ADS,$16.58,-0.11,-0.659%,3386244370.00,Argentina,,678185,Finance,Commercial Banks
BBBY,Bed Bath & Beyond Inc. Common Stock,$6.32,-0.21,-3.216%,435104034.00,United States,,1544440,Consumer Discretionary,Catalog/Specialty Distribution
BBD,Banco Bradesco Sa American Depositary Shares,$3.31,-0.32,-8.815%,35225583455.00,Brazil,,62689187,Finance,Major Banks
BBDC,Barings BDC Inc. Common Stock,$8.87,0.09,1.025%,932759780.00,United States,,780394,Finance,Diversified Financial Services
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),$2.98,-0.14,-4.487%,31713667279.00,Brazil,,31933,Finance,Major Banks
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,$17.33,0.12,0.697%,0.00,United States,2010,671882,Finance,Finance Companies
BBT,Beacon Financial Corporation Common stock,$25.16,-0.47,-1.834%,2111146943.00,United States,,832316,Finance,Banks
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,$35.62,-0.63,-1.738%,7489902176.00,,2016,43434,Consumer Discretionary,Engineering & Construction
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,$36.12,-0.60,-1.634%,3465022410.00,,2022,127681,Consumer Discretionary,Engineering & Construction
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,$21.80,-0.35,-1.58%,125639623137.00,Spain,,1593846,Finance,Commercial Banks
BBW,Build-A-Bear Workshop Inc. Common Stock,$49.79,1.31,2.702%,653551357.00,United States,2004,1211631,Consumer Discretionary,Recreational Games/Products/Toys
BBWI,Bath & Body Works Inc.,$18.83,-0.18,-0.947%,3854907822.00,United States,,6243520,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BBY,Best Buy Co. Inc. Common Stock,$74.17,0.11,0.149%,15583210825.00,United States,,3977293,Consumer Discretionary,Consumer Electronics/Video Chains
BC,Brunswick Corporation Common Stock,$70.01,0.28,0.402%,4553211666.00,United States,,756742,Industrials,Industrial Machinery/Components
BC^C,Brunswick Corporation 6.375% Notes due 2049,$25.19,0.09,0.359%,,United States,,12716,,
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,$14.54,0.03,0.207%,1572282900.00,United States,2020,429601,Finance,Finance/Investors Services
BCC,Boise Cascade L.L.C. Common Stock,$73.05,-1.21,-1.629%,2705996483.00,United States,2013,466336,Consumer Discretionary,RETAIL: Building Materials
BCE,BCE Inc. Common Stock,$23.55,0.33,1.421%,21960982990.00,Canada,,2080338,Telecommunications,Telecommunications Equipment
BCH,Banco De Chile ADS,$37.10,-1.42,-3.686%,18738668563.00,Chile,,413709,Finance,Commercial Banks
BCO,Brinks Company (The) Common Stock,$116.69,0.23,0.197%,4847945095.00,United States,,141618,Industrials,Integrated Freight & Logistics
BCS,Barclays PLC Common Stock,$23.22,-0.18,-0.769%,80724864896.00,United Kingdom,,4034044,Finance,Commercial Banks
BCSF,Bain Capital Specialty Finance Inc. Common Stock,$14.41,-0.02,-0.139%,934755186.00,United States,2018,221542,Finance,Finance/Investors Services
BCSS,Bain Capital GSS Investment Corp. Class A Ordinary Shares,$10.07,0.00,0.00%,0.00,,2025,58719,,
BCX,BlackRock Resources Common Shares of Beneficial Interest,$10.66,0.01,0.094%,904586387.00,United States,2011,226816,Finance,Finance/Investors Services
BDC,Belden Inc Common Stock,$121.98,1.42,1.178%,4793839494.00,United States,,232709,Industrials,Telecommunications Equipment
BDJ,Blackrock Enhanced Equity Dividend Trust,$9.17,0.02,0.219%,1622037293.00,United States,2005,275302,Finance,Finance Companies
BDN,Brandywine Realty Trust Common Stock,$3.10,-0.09,-2.821%,538467021.00,United States,,3266863,Real Estate,Real Estate Investment Trusts
BDX,Becton Dickinson and Company Common Stock,$193.96,0.20,0.103%,55359782152.00,United States,,1784738,Health Care,Medical/Dental Instruments
BE,Bloom Energy Corporation Class A Common Stock,$119.18,1.09,0.923%,28187351781.00,United States,2018,13489578,Energy,Industrial Machinery/Components
BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing four Class A Ordinary Share,$2.19,0.00,0.00%,65100387.00,China,2017,1150,Real Estate,Other Consumer Services
